id,text,class,volunteers_count,judgment_confidence
15309,ive struggled with feeling inadequate or subpar in various areas of my life and i know i always will,0,4.0,1.0
6068,i feel the most overwhelmed,5,2.0,0.8563611845591825
14002,"RT @TheEagleFazi: Almost 83% of children in Balochistan have never been to school, followed by 80% in Sindh, 75% in KP and 60% in Punjab. #&#8230;",2,3.0,1.0
3536,"Oh your gonna ruining your life just throwing it away smoking weed, but my test scores are higher than yours. . . . Just trash my life",2,3.0,0.6666666666666666
3825,i cant stop talking even though im already feel weird uncomfortable feeling swarming me but still my mouth keeps saying unnecessary word,4,4.0,0.9800264416964708
6642,i can feel the tortured emo poetry coming on already,3,4.0,1.0
17597,RT @NerdLifeThuggin: Skin Diamond really was the last champion for ebony porn. Everything else is kinda trash now.,2,3.0,0.6666666666666666
12991,i hurt went on and found someone more worthwhile so why when i cast my mind back to those times does it still make me feel ashamed,0,3.0,1.0
13002,i do not however feel in any way hostile to anyone or capable of violence,3,3.0,0.9704215223592952
1946,i press play and yeah i watch my movie about five times in a row right then and there i feel satisfied and cant wait to share what i made with my friends,1,2.0,0.9021342829802264
17681,i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,3,2.0,1.0
16534,i squeek at the intimate scenes not once did i feel grossed out or appalled in anyway and not because im a freak but because when you read about these two loving people you forget that theyre brother and sister,3,3.0,0.9032084433763709
13527,i landed in dubai that i started to feel ok about coming here,1,4.0,0.9397849581839753
17266,i was feeling beaten up by life yesterday you see i am in love with a schizofrenic man who i had to kick out of my house for having boisterous fights with himself,0,3.0,0.8441893166057727
11680,i feel pretty the body of the email usually contains oh so pretty,1,3.0,0.8788233326212808
9802,i was starting to feel the kick of the alcohol and jerald was slightly amused and said he would probably see me down half an hour later,1,4.0,1.0
7269,RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.,2,3.0,0.6666666666666666
16716,i flung into my suitcase at the last minute didn t break on the crossing over or explode in the pressurized cabin so thus far i m feeling pretty splendid about things,1,3.0,0.7389009130194787
7929,im stressed angry upset to the point where im feeling numb but one more bad thing is sure to set me over the edge,0,3.0,0.8537665995832963
12982,i think it is common to feel helpless at times like this,0,4.0,1.0
7166,i feel offended and sad because they do not know their ignorance,3,3.0,0.9085576243907224
12869,i was feeling a little annoyed at some people,3,4.0,0.9214558215910192
13151,RT @AP_Noticias: #&#218;LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall http://t.co/qkbWQ&#8230;,2,3.0,1.0
6963,mimi trash lol,2,3.0,1.0
5867,i feel completely emotionally exhausted and am pretty much to the point i will have to cut all ties with every man i know,0,4.0,0.8600356719070879
10859,i was feeling unhappy with my work i joined in with the carping,0,5.0,0.9001557481302901
15663,"RT @Forbes: 52% of the world's mammals, birds, reptiles, amphibians &amp; fish vanished between 1970 &amp; 2010: http://t.co/MImizth0OZ http://t.co&#8230;",2,6.0,1.0
4761,i am not going to wake up with a fucking headache like almost every day this week i am not going to feel needy and grabby and insecure like almost every day this week i am not going to be mean to myself like almost every day this week,0,3.0,0.9312220260897528
10386,i feel my gorgeous boyfriend throw me up against the wall of the toilet cubicle,1,4.0,1.0
882,i have been feeling very sad today and i dont know how to fix it,0,2.0,0.7374156751123504
15888,i feel like i have way to many questions and things going on that are un resolved,1,5.0,0.7239844714418562
13893,i do know the main reason i feel like i m losing myself unsure if i ll ever get those pieces back but i m not quite ready to talk about that just yet,4,2.0,0.9684684710078905
17514,i feel like ive become to complacent with the old and im ready to make some changes for the year,1,4.0,0.9412691488178273
13305,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/McOZNHt7N2,2,3.0,1.0
557,im feeling much devastated,0,3.0,1.0
1960,i still love my so and wish the best for him i can no longer tolerate the effect that bm has on our lives and the fact that is has turned my so into a bitter angry person who is not always particularly kind to the people around him when he is feeling stressed,0,3.0,0.8729108262016902
13331,i feel like oh please why im so fake again but the spazzing thingy about gikwang is not fake,0,3.0,1.0
1207,i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today,5,4.0,0.8412164104898302
16474,ive noticed this week that im not the only one who struggles with feeling a little depressed after mothers day,0,2.0,0.7995370003430221
7684,@Paulyy2 nah some honkey lookin dude at chr,2,3.0,0.6666666666666666
16635,@DaRealAlexInLA @Buckm00se he wasn't training gook boy doe,2,3.0,0.6666666666666666
9702,i should feel all weepy,0,4.0,0.8964199780506737
6538,@KenSuttling Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.,2,3.0,1.0
12021,i feel like disbanding this popular server would let down the community and him which seems very selfish of me,1,3.0,1.0
11924,i definitely feel like i don t have a spot assured he said but didn t seem too stressed about spring training,1,2.0,0.6180205389344452
10485,i mean architectural wonders just make you feel wowed impressed and you just end up really respecting the people who built them but nature just makes you feel so much more aware of the world around you without actually actively doing anything because they were always there you know,5,3.0,1.0
3211,i was feeling defeated again and super overwhelmed i stopped and realized that this is just a demanding season for me,0,3.0,0.49314899262292067
3630,i was saying that ive been feeling unhappy besides having all those assignments im feeling unhappy also because im feeling kinda lost,0,5.0,0.9709920765733732
1708,i feel that things i learn in my course so useful right now,1,2.0,0.9803024836353363
10037,i was down and feeling doubtful,4,4.0,0.7810230996204899
8458,i get i will drill into the subjects soul with an icy stare until it feels as disturbed as i do and leaves,0,2.0,0.8357548813703872
14177,i have found both in my own life and from coaching hundreds of people during the past years that one of the main things that makes it hard for us to make good decisions is our feelings especially the unpleasant ones such as sadness rejection fear etc,0,3.0,0.9555339923677021
1140,i began to feel bitter towards them,3,3.0,0.9591316240703783
3162,"RT @iv9801: Charlie Sheen engaged to porn star http://t.co/THMYpFexic
Mens #Health Tips Sex Toy http://t.co/Hxmlrj1w6m The Adult Toys #KISS&#8230;",2,3.0,0.6666666666666666
6207,i needed to know i mattered that my feelings were important and that i mattered enough to be pursued and cherished and protected,1,4.0,0.8604660539566596
17355,i know how you feel i m sorry you feel like that,0,3.0,0.8823972158758563
3730,i lay reading by headlamp and feeling the tent shaken as if by a giant hand,4,4.0,0.8222128876008936
10101,RT @michael28754837: Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&#9918;&#65039;&#9918;&#65039;&#9918;&#65039;,2,3.0,1.0
16634,i don t feel glamorous anymore kangna ranaut a href http www,1,3.0,0.8441211418052549
2660,i feel proud and dont regret going down the path that i went on,1,2.0,0.8461819955715524
8848,i feel annoyed by that girl,3,2.0,0.7110079340387162
14852,i feel there are other options that not as violent probably more costly yet equally futile so whats the problem with keeping our men and women out of harms way,3,4.0,0.8121923349796832
1307,i feel i cant talk move sometimes even breath with the fear of some kind of rude hateful comment,3,5.0,0.7651199763526335
2567,"RT @jrsalzman: Buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. Who is more manly?",2,3.0,1.0
9190,i can never seem to get on the good foot and i feel so crappy,0,4.0,1.0
12452,i only get a couple of s i feel that my posts have been useful and when i get comments i am really chuffed,1,2.0,1.0
2834,i feel drained mentally and physically and i really need to get back to a better spot,0,4.0,1.0
6905,i took a chance and kept crying in hopes she might feel benevolent,1,3.0,0.6539864132402937
11927,i must find a way to accept these limitations until they are older without feeling held back or resentful,3,4.0,0.7349927930224319
14072,i got home feeling extremely sleep deprived and spent a week getting caught up on all the different post conference emails and phone calls not to mention sleep and laundry,0,1.0,1.0
9429,i am a small town girl and feel very satisfied with staying in my comfort zone but with jene having to work today the boys and i braved the windy city on our own,1,4.0,0.8704696823118717
2151,i feel and i was amazed to find out where papamoka shows up,5,4.0,0.8583718681012014
16714,i actually started this about hours ago and got distracted and now the flow is all odd and my roommate is here so i feel very rude just typing away,3,3.0,0.8875541129883026
3835,i plodded through this taking far too long but feeling rather virtuous,1,3.0,0.6695571703772784
3170,i would feel lucky to call any of the materials and kits on your site mine they are just beautifully curated,1,4.0,1.0
16564,im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault,4,2.0,0.7984967559365513
17134,i have felt that true forgiveness comes when you yourself feel that you are no longer victimized and you heal yourself from within,0,2.0,0.5573583093883503
14770,i started pin pointing faults at home and with relationships feeling left out and confused about my purpose in peoples lives that i had once been close to,4,3.0,0.7870210935401636
13283,i feel proud to be queer performing at lovebox,1,4.0,0.848505272341808
10378,i should do but i think it means that i should always be open to opportunities of inviting and involving others in ministries and that i should be creative in finding ways for others to participate in and feel welcomed into such ministries,1,3.0,0.9063804083137328
